,,,,MM/DD/YYYY,,Albion; Big RIver,Restoration; Context; Control; Trapping,deeps (bolts & 0-100) or shallows or NA for other sites,,,,,,,m^2,,,enter number,,,,,,Get this from the processor or landing etix sheet               units in kg,Weight of subsampled urchin in bucket          units in kg,Target = purple urchin; Red=red urchin; Bycatch= any bycatch from the subsample; Leftovers= unprocessed from subsample,"strongylocentrotus purpuratus; mesocentrotus franciscanus; For bycatch, list as detailed as you can, common name is ok, just try to be consistent",Always =1 for urchins; Could be different for bycatch,0=good   1=questionable   2=bad,"N for Noyo; C for Caspar, A for Albion, P for Portuguese then unique number for each urchin per restoraiton site",Unique number per day per bin,in grams,in mm,in mm,0=absent 1=present,0=absent 1=present,in grams,0=absent 1=present,Y/N,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,M/F/U,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,52,4.29,22,10,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,53,3.96,23,13,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,54,5.63,27,13,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,55,16.13,35,26,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,56,4.84,21,11,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,57,5.47,24,15,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,58,5.32,24,13,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,59,3.47,21,15,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,60,5.28,24,11,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,61,3.96,22,14,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,62,10.19,32,18,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,63,13.19,33,18,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,64,3.57,22,10,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,65,3.93,24,12,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,66,3.9,22,10,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,67,8.87,26,10,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,68,0.97,14,6,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,69,4.13,24,13,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,70,4.73,22,10,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,71,5.27,23,14,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,72,4.68,24,10,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,73,12.35,44,18,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,74,7.23,27,14,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,75,4.62,23,14,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,76,20.06,39,19,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,77,12,31,17,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,78,3.76,23,11,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,79,8.51,29,16,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,80,2.22,23,11,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,81,3.7,21,13,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,82,3.08,19,10,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,83,8.83,34,15,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,84,9.46,29,15,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,85,9.52,30,16,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,86,6.83,27,13,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,87,10.05,32,14,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,88,5.37,26,13,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,89,7.89,23,15,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 8",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,5.305,target,strongylocentrotus purpuratus,1,,P,90,10.39,30,15,0,0,NA,1,N,0,NA,NA,NA,NA,NA,NA,NA,NA,
PG,"DH, RC","M, Aban, B. Saul",Safari,06/25/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.302684,-123.802555,"7, 9",New algae growing all over,Pacific Rim,06/25/2025,"MA, BS",1,138.346,3.45,leftovers,strongylocentrotus purpuratus,#,,P,NA,#,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,12",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,5,18.45,35,17,0,0,0.02,1,N,0,1,1,1,0,1,1,0,U,
"PG, DH","DH, PG","P. Downie, G. Downie",Cyndi Lynn,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,16,SW,NA,NA,NA,NA,NA,No,39.18.106,-123.48.083,2,"Lots of pinto abalone on the South boundary. South boundary lots of big purples grouped together. Throughout quad, a lot of smalls and mixed sizes.",Zephyrs,06/29/2025,"PD, GD",1,200.034,5.46,target,strongylocentrotus purpuratus,1,,P,7,11.05,32,16,0,0,0.05,1,N,0,1,1,0,1,1,1,0,U,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,9",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,2,7.46,27,13,0,0,0.05,1,N,0,1,1,0,0,1,0,0,U,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,14",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,7,12.58,31,16,0,0,0.05,1,N,0,1,1,0,1,0,0,0,U,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,10",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,3,11.25,31,15,0,0,0.09,1,N,0,1,1,0,1,1,1,1,U,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,17",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,10,5.67,23,11,0,0,0.09,1,N,0,1,1,0,1,1,0,0,U,
"PG, DH","DH, PG","P. Downie, G. Downie",Cyndi Lynn,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,16,SW,NA,NA,NA,NA,NA,No,39.18.106,-123.48.083,2,"Lots of pinto abalone on the South boundary. South boundary lots of big purples grouped together. Throughout quad, a lot of smalls and mixed sizes.",Zephyrs,06/29/2025,"PD, GD",1,200.034,5.46,target,strongylocentrotus purpuratus,1,,P,11,12.71,32,19,0,0,0.12,1,N,0,1,0,1,1,1,0,1,U,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,22",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,15,5.67,24,13,0,0,0.13,1,N,0,1,1,0,1,1,0,0,U,
"PG, DH","DH, PG","P. Downie, G. Downie",Cyndi Lynn,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,16,SW,NA,NA,NA,NA,NA,No,39.18.106,-123.48.083,2,"Lots of pinto abalone on the South boundary. South boundary lots of big purples grouped together. Throughout quad, a lot of smalls and mixed sizes.",Zephyrs,06/29/2025,"PD, GD",1,200.034,5.46,target,strongylocentrotus purpuratus,1,,P,12,13.96,35,16,0,0,0.15,1,N,0,1,1,0,1,1,0,0,U,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,16",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,9,9.05,29,14,0,0,0.15,1,N,0,1,1,0,0,1,0,0,U,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,21",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,14,4.78,32,15,0,0,0.17,1,N,0,0,0,0,0,1,0,0,U,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,8",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,1,13.51,31,19,0,0,0.2,1,N,0,1,0,1,1,1,1,0,U,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,13",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,6,11.1,33,15,0,0,0.21,1,N,0,1,0,1,1,1,0,0,U,
"PG, DH","DH, PG","P. Downie, G. Downie",Cyndi Lynn,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,16,SW,NA,NA,NA,NA,NA,No,39.18.106,-123.48.083,2,"Lots of pinto abalone on the South boundary. South boundary lots of big purples grouped together. Throughout quad, a lot of smalls and mixed sizes.",Zephyrs,06/29/2025,"PD, GD",1,200.034,5.46,target,strongylocentrotus purpuratus,1,,P,15,13.68,36,16,0,0,0.25,1,N,0,1,1,0,1,1,0,0,U,
"PG, DH","DH, PG","P. Downie, G. Downie",Cyndi Lynn,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,16,SW,NA,NA,NA,NA,NA,No,39.18.106,-123.48.083,2,"Lots of pinto abalone on the South boundary. South boundary lots of big purples grouped together. Throughout quad, a lot of smalls and mixed sizes.",Zephyrs,06/29/2025,"PD, GD",1,200.034,5.46,target,strongylocentrotus purpuratus,1,,P,13,11.33,30,14,0,0,0.26,1,N,0,1,1,0,1,1,0,0,U,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,18",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,11,5.2,26,13,0,0,0.26,1,N,0,1,0,0,1,1,0,0,U,
"PG, DH","DH, PG","P. Downie, G. Downie",Cyndi Lynn,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,16,SW,NA,NA,NA,NA,NA,No,39.18.106,-123.48.083,2,"Lots of pinto abalone on the South boundary. South boundary lots of big purples grouped together. Throughout quad, a lot of smalls and mixed sizes.",Zephyrs,06/29/2025,"PD, GD",1,200.034,5.46,target,strongylocentrotus purpuratus,1,,P,8,12.03,32,19,0,0,0.28,1,N,0,0,0,0,0,1,0,0,U,
"PG, DH","DH, PG","P. Downie, G. Downie",Cyndi Lynn,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,16,SW,NA,NA,NA,NA,NA,No,39.18.106,-123.48.083,2,"Lots of pinto abalone on the South boundary. South boundary lots of big purples grouped together. Throughout quad, a lot of smalls and mixed sizes.",Zephyrs,06/29/2025,"PD, GD",1,200.034,5.46,target,strongylocentrotus purpuratus,1,,P,4,16.81,40,18,0,0,0.37,1,N,0,1,1,0,1,1,0,0,U,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,19",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,12,21.75,39,19,0,0,0.41,1,N,0,1,1,1,1,0,0,0,U,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,20",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,13,7.21,25,14,0,0,0.42,1,N,0,1,0,0,1,1,0,0,U,
"PG, DH","DH, PG","P. Downie, G. Downie",Cyndi Lynn,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,16,SW,NA,NA,NA,NA,NA,No,39.18.106,-123.48.083,2,"Lots of pinto abalone on the South boundary. South boundary lots of big purples grouped together. Throughout quad, a lot of smalls and mixed sizes.",Zephyrs,06/29/2025,"PD, GD",1,200.034,5.46,target,strongylocentrotus purpuratus,1,,P,5,24.42,40,21,0,0,0.47,1,N,0,1,1,1,1,1,0,0,U,
"PG, DH","DH, PG","P. Downie, G. Downie",Cyndi Lynn,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,16,SW,NA,NA,NA,NA,NA,No,39.18.106,-123.48.083,2,"Lots of pinto abalone on the South boundary. South boundary lots of big purples grouped together. Throughout quad, a lot of smalls and mixed sizes.",Zephyrs,06/29/2025,"PD, GD",1,200.034,5.46,target,strongylocentrotus purpuratus,1,,P,6,16.76,36,17,0,0,0.54,1,N,0,1,1,0,1,1,0,0,U,
"PG, DH","RC, PG","B. Kohler, G. Trumper",Safari,06/29/2025,Mendocino,Big River,Commercial Hand Harvest,5,SW,SE,NA,NA,NA,NA,No,39.18.161,-123.48.153,"7,11",Small purple urchins most concentrated in the SE quadrant now,Pacific Rim,06/29/2025,"BK, GT",1,99.34,6.13,target,strongylocentrotus purpuratus,1,,P,4,17.29,36,20,0,0,0.54,1,N,0,1,0,0,1,1,1,1,U,
